world_id,scene_id,object_id_a,object_id_b,_object_name_a,_object_name_b,ground_truth_relation
world1_baseline,world1_baseline__v2,9,10,obj_notebook,obj_remote,Support
world1_baseline,world1_baseline__v2,3,4,obj_bowl,obj_apple,Contact
world1_baseline,world1_baseline__v2,1,2,obj_bottle,obj_mug,Separate
world1_baseline,world1_baseline__v2,8,12,obj_cereal_box,obj_banana,Contact
world1_baseline,world1_baseline__v2,8,11,obj_cereal_box,obj_toy_block,Separate
world1_baseline,world1_baseline__v3,3,4,obj_bowl,obj_apple,Contact
world1_baseline,world1_baseline__v3,3,7,obj_bowl,obj_tissue_box,Separate
world1_baseline,world1_baseline__v3,5,8,obj_spoon,obj_cereal_box,Separate
world1_baseline,world1_baseline__v3,9,10,obj_notebook,obj_remote,Support
world1_baseline,world1_baseline__v3,8,12,obj_cereal_box,obj_banana,Contact
world1_baseline,world1_baseline__v4,9,10,obj_notebook,obj_remote,Support
world1_baseline,world1_baseline__v4,8,12,obj_cereal_box,obj_banana,Contact
world1_baseline,world1_baseline__v4,1,2,obj_bottle,obj_mug,Separate
world1_baseline,world1_baseline__v4,3,4,obj_bowl,obj_apple,Contact
world1_baseline,world1_baseline__v4,4,5,obj_apple,obj_spoon,Separate
world1_baseline,world1_baseline__v5,7,10,obj_tissue_box,obj_remote,Separate
world1_baseline,world1_baseline__v5,9,10,obj_notebook,obj_remote,Support
world1_baseline,world1_baseline__v5,3,7,obj_bowl,obj_tissue_box,Separate
world1_baseline,world1_baseline__v5,7,9,obj_tissue_box,obj_notebook,Separate
world1_baseline,world1_baseline__v5,3,4,obj_bowl,obj_apple,Contact
world1_baseline,world1_baseline__v6,3,4,obj_bowl,obj_apple,Contact
world1_baseline,world1_baseline__v6,1,2,obj_bottle,obj_mug,Separate
world1_baseline,world1_baseline__v6,8,12,obj_cereal_box,obj_banana,Contact
world1_baseline,world1_baseline__v6,9,10,obj_notebook,obj_remote,Support
world1_baseline,world1_baseline,9,10,obj_notebook,obj_remote,Support
world1_baseline,world1_baseline,1,2,obj_bottle,obj_mug,Separate
world1_baseline,world1_baseline,3,4,obj_bowl,obj_apple,Contact
world1_baseline,world1_baseline,8,12,obj_cereal_box,obj_banana,Contact
world2_dense_clutter,world2_dense_clutter__v2,10,11,obj_plate,obj_spoon,Separate
world2_dense_clutter,world2_dense_clutter__v2,13,14,obj_kettle,obj_cup,Separate
world2_dense_clutter,world2_dense_clutter__v2,4,8,obj_jar,obj_apple,Separate
world2_dense_clutter,world2_dense_clutter__v2,7,8,obj_bowl,obj_apple,Contact
world2_dense_clutter,world2_dense_clutter__v2,7,9,obj_bowl,obj_tomato,Contact
world2_dense_clutter,world2_dense_clutter__v3,1,3,obj_bottle,obj_tissue_box,Separate
world2_dense_clutter,world2_dense_clutter__v3,2,7,obj_mug,obj_bowl,Separate
world2_dense_clutter,world2_dense_clutter__v3,5,6,obj_cereal_box,obj_banana,Contact
world2_dense_clutter,world2_dense_clutter__v3,7,9,obj_bowl,obj_tomato,Contact
world2_dense_clutter,world2_dense_clutter__v3,10,11,obj_plate,obj_spoon,Separate
world2_dense_clutter,world2_dense_clutter__v4,13,14,obj_kettle,obj_cup,Separate
world2_dense_clutter,world2_dense_clutter__v4,7,8,obj_bowl,obj_apple,Contact
world2_dense_clutter,world2_dense_clutter__v4,11,12,obj_spoon,obj_fork,Separate
world2_dense_clutter,world2_dense_clutter__v4,4,8,obj_jar,obj_apple,Separate
world2_dense_clutter,world2_dense_clutter__v4,7,9,obj_bowl,obj_tomato,Contact
world2_dense_clutter,world2_dense_clutter__v5,2,15,obj_mug,obj_chopping_board,Separate
world2_dense_clutter,world2_dense_clutter__v5,15,16,obj_chopping_board,obj_knife,Support
world2_dense_clutter,world2_dense_clutter__v5,4,6,obj_jar,obj_banana,Separate
world2_dense_clutter,world2_dense_clutter__v5,5,13,obj_cereal_box,obj_kettle,Separate
world2_dense_clutter,world2_dense_clutter__v5,1,12,obj_bottle,obj_fork,Separate
world2_dense_clutter,world2_dense_clutter__v6,7,8,obj_bowl,obj_apple,Contact
world2_dense_clutter,world2_dense_clutter__v6,10,11,obj_plate,obj_spoon,Separate
world2_dense_clutter,world2_dense_clutter__v6,15,16,obj_chopping_board,obj_knife,Support
world2_dense_clutter,world2_dense_clutter,4,5,obj_jar,obj_cereal_box,Separate
world2_dense_clutter,world2_dense_clutter,13,14,obj_kettle,obj_cup,Separate
world2_dense_clutter,world2_dense_clutter,10,11,obj_plate,obj_spoon,Separate
world2_dense_clutter,world2_dense_clutter,7,8,obj_bowl,obj_apple,Contact
world2_dense_clutter,world2_dense_clutter,15,16,obj_chopping_board,obj_knife,Support
world3_thin_objects,world3_thin_objects__v2,4,5,obj_mug,obj_toothbrush,Contact
world3_thin_objects,world3_thin_objects__v2,13,18,obj_chopstick_a,obj_chopstick_b,Contact
world3_thin_objects,world3_thin_objects__v2,6,7,obj_notebook,obj_pen,Contact
world3_thin_objects,world3_thin_objects__v2,2,11,obj_fork,obj_ruler,Support
world3_thin_objects,world3_thin_objects__v2,9,10,obj_knife,obj_spoon,Support
world3_thin_objects,world3_thin_objects__v3,9,10,obj_knife,obj_spoon,Support
world3_thin_objects,world3_thin_objects__v3,2,11,obj_fork,obj_ruler,Support
world3_thin_objects,world3_thin_objects__v3,4,5,obj_mug,obj_toothbrush,Contact
world3_thin_objects,world3_thin_objects__v3,1,3,obj_plate,obj_bottle,Separate
world3_thin_objects,world3_thin_objects__v3,6,7,obj_notebook,obj_pen,Contact
world3_thin_objects,world3_thin_objects__v4,4,5,obj_mug,obj_toothbrush,Contact
world3_thin_objects,world3_thin_objects__v4,6,7,obj_notebook,obj_pen,Contact
world3_thin_objects,world3_thin_objects__v4,9,10,obj_knife,obj_spoon,Support
world3_thin_objects,world3_thin_objects__v4,13,18,obj_chopstick_a,obj_chopstick_b,Contact
world3_thin_objects,world3_thin_objects__v4,2,11,obj_fork,obj_ruler,Support
world3_thin_objects,world3_thin_objects__v5,3,9,obj_bottle,obj_knife,Separate
world3_thin_objects,world3_thin_objects__v5,3,10,obj_bottle,obj_spoon,Separate
world3_thin_objects,world3_thin_objects__v5,9,10,obj_knife,obj_spoon,Support
world3_thin_objects,world3_thin_objects__v5,2,11,obj_fork,obj_ruler,Support
world3_thin_objects,world3_thin_objects__v5,6,7,obj_notebook,obj_pen,Contact
world3_thin_objects,world3_thin_objects__v6,6,7,obj_notebook,obj_pen,Contact
world3_thin_objects,world3_thin_objects__v6,1,11,obj_plate,obj_ruler,Support
world3_thin_objects,world3_thin_objects__v6,4,5,obj_mug,obj_toothbrush,Contact
world3_thin_objects,world3_thin_objects__v6,2,11,obj_fork,obj_ruler,Support
world3_thin_objects,world3_thin_objects__v6,1,3,obj_plate,obj_bottle,Separate
world3_thin_objects,world3_thin_objects,4,5,obj_mug,obj_toothbrush,Contact
world3_thin_objects,world3_thin_objects,1,11,obj_plate,obj_ruler,Support
world3_thin_objects,world3_thin_objects,13,18,obj_chopstick_a,obj_chopstick_b,Contact
world3_thin_objects,world3_thin_objects,9,10,obj_knife,obj_spoon,Support
world3_thin_objects,world3_thin_objects,6,7,obj_notebook,obj_pen,Contact
world4_support_scene,world4_support_scene__v2,1,10,obj_cereal_box,obj_book,Separate
world4_support_scene,world4_support_scene__v2,1,2,obj_cereal_box,obj_tissue_box,Contact
world4_support_scene,world4_support_scene__v2,9,15,obj_notebook,obj_container,Separate
world4_support_scene,world4_support_scene__v2,7,8,obj_bowl,obj_plate,Support
world4_support_scene,world4_support_scene__v2,3,13,obj_storage_box,obj_can,Separate
world4_support_scene,world4_support_scene__v3,9,14,obj_notebook,obj_glass_jar,Separate
world4_support_scene,world4_support_scene__v3,1,8,obj_cereal_box,obj_plate,Separate
world4_support_scene,world4_support_scene__v3,12,15,obj_sponge,obj_container,Support
world4_support_scene,world4_support_scene__v3,4,5,obj_wooden_crate,obj_bottle,Separate
world4_support_scene,world4_support_scene__v3,9,10,obj_notebook,obj_book,Contact
world4_support_scene,world4_support_scene__v4,5,10,obj_bottle,obj_book,Separate
world4_support_scene,world4_support_scene__v4,4,5,obj_wooden_crate,obj_bottle,Separate
world4_support_scene,world4_support_scene__v4,3,13,obj_storage_box,obj_can,Separate
world4_support_scene,world4_support_scene__v4,3,9,obj_storage_box,obj_notebook,Separate
world4_support_scene,world4_support_scene__v4,6,12,obj_mug,obj_sponge,Separate
world4_support_scene,world4_support_scene__v5,4,13,obj_wooden_crate,obj_can,Separate
world4_support_scene,world4_support_scene__v5,10,14,obj_book,obj_glass_jar,Support
world4_support_scene,world4_support_scene__v5,6,15,obj_mug,obj_container,Contact
world4_support_scene,world4_support_scene__v5,2,12,obj_tissue_box,obj_sponge,Separate
world4_support_scene,world4_support_scene__v5,7,9,obj_bowl,obj_notebook,Separate
world4_support_scene,world4_support_scene__v6,4,5,obj_wooden_crate,obj_bottle,Separate
world4_support_scene,world4_support_scene__v6,1,9,obj_cereal_box,obj_notebook,Separate
world4_support_scene,world4_support_scene__v6,9,11,obj_notebook,obj_toy_cube,Support
world4_support_scene,world4_support_scene__v6,12,15,obj_sponge,obj_container,Support
world4_support_scene,world4_support_scene__v6,3,13,obj_storage_box,obj_can,Separate
world4_support_scene,world4_support_scene,1,2,obj_cereal_box,obj_tissue_box,Contact
world4_support_scene,world4_support_scene,12,15,obj_sponge,obj_container,Support
world4_support_scene,world4_support_scene,9,11,obj_notebook,obj_toy_cube,Support
world4_support_scene,world4_support_scene,3,13,obj_storage_box,obj_can,Separate
world4_support_scene,world4_support_scene,4,5,obj_wooden_crate,obj_bottle,Separate
world5_occlusion_scene,world5_occlusion_scene__v2,10,11,obj_notebook,obj_book,Contact
world5_occlusion_scene,world5_occlusion_scene__v2,4,6,obj_tissue_box,obj_bowl,Separate
world5_occlusion_scene,world5_occlusion_scene__v2,12,13,obj_plate,obj_mug,Contact
world5_occlusion_scene,world5_occlusion_scene__v2,1,10,obj_cereal_box,obj_notebook,Separate
world5_occlusion_scene,world5_occlusion_scene__v2,15,16,obj_container,obj_toy,Support
world5_occlusion_scene,world5_occlusion_scene__v3,14,15,obj_sponge,obj_container,Contact
world5_occlusion_scene,world5_occlusion_scene__v3,13,14,obj_mug,obj_sponge,Separate
world5_occlusion_scene,world5_occlusion_scene__v3,9,10,obj_remote,obj_notebook,Contact
world5_occlusion_scene,world5_occlusion_scene__v3,4,5,obj_tissue_box,obj_cup,Contact
world5_occlusion_scene,world5_occlusion_scene__v3,10,11,obj_notebook,obj_book,Contact
world5_occlusion_scene,world5_occlusion_scene__v4,13,15,obj_mug,obj_container,Separate
world5_occlusion_scene,world5_occlusion_scene__v4,2,3,obj_bottle,obj_jar,Contact
world5_occlusion_scene,world5_occlusion_scene__v4,6,8,obj_bowl,obj_can,Contact
world5_occlusion_scene,world5_occlusion_scene__v4,1,5,obj_cereal_box,obj_cup,Separate
world5_occlusion_scene,world5_occlusion_scene__v4,13,14,obj_mug,obj_sponge,Separate
world5_occlusion_scene,world5_occlusion_scene__v5,6,7,obj_bowl,obj_apple,Contact
world5_occlusion_scene,world5_occlusion_scene__v5,1,10,obj_cereal_box,obj_notebook,Separate
world5_occlusion_scene,world5_occlusion_scene__v5,14,17,obj_sponge,obj_banana,Separate
world5_occlusion_scene,world5_occlusion_scene__v5,2,10,obj_bottle,obj_notebook,Separate
world5_occlusion_scene,world5_occlusion_scene__v5,14,15,obj_sponge,obj_container,Contact
world5_occlusion_scene,world5_occlusion_scene__v6,1,4,obj_cereal_box,obj_tissue_box,Separate
world5_occlusion_scene,world5_occlusion_scene__v6,10,11,obj_notebook,obj_book,Contact
world5_occlusion_scene,world5_occlusion_scene__v6,4,5,obj_tissue_box,obj_cup,Contact
world5_occlusion_scene,world5_occlusion_scene__v6,9,11,obj_remote,obj_book,Support
world5_occlusion_scene,world5_occlusion_scene__v6,4,6,obj_tissue_box,obj_bowl,Separate
world5_occlusion_scene,world5_occlusion_scene,4,5,obj_tissue_box,obj_cup,Contact
world5_occlusion_scene,world5_occlusion_scene,6,8,obj_bowl,obj_can,Contact
world5_occlusion_scene,world5_occlusion_scene,1,2,obj_cereal_box,obj_bottle,Separate
world5_occlusion_scene,world5_occlusion_scene,12,13,obj_plate,obj_mug,Contact
world5_occlusion_scene,world5_occlusion_scene,13,17,obj_mug,obj_banana,Separate
world6_dense_mixed,world6_dense_mixed__v2,13,14,obj_plate,obj_spoon,Support
world6_dense_mixed,world6_dense_mixed__v2,7,12,obj_apple,obj_ruler,Separate
world6_dense_mixed,world6_dense_mixed__v2,9,10,obj_notebook,obj_remote,Support
world6_dense_mixed,world6_dense_mixed__v2,4,5,obj_cereal_box,obj_tissue_box,Separate
world6_dense_mixed,world6_dense_mixed__v2,4,12,obj_cereal_box,obj_ruler,Separate
world6_dense_mixed,world6_dense_mixed__v3,6,7,obj_bowl,obj_apple,Contact
world6_dense_mixed,world6_dense_mixed__v3,9,11,obj_notebook,obj_pen,Support
world6_dense_mixed,world6_dense_mixed__v3,9,10,obj_notebook,obj_remote,Support
world6_dense_mixed,world6_dense_mixed__v3,6,12,obj_bowl,obj_ruler,Support
world6_dense_mixed,world6_dense_mixed__v3,13,14,obj_plate,obj_spoon,Support
world6_dense_mixed,world6_dense_mixed__v4,5,12,obj_tissue_box,obj_ruler,Support
world6_dense_mixed,world6_dense_mixed__v4,6,7,obj_bowl,obj_apple,Contact
world6_dense_mixed,world6_dense_mixed__v4,13,15,obj_plate,obj_fork,Contact
world6_dense_mixed,world6_dense_mixed__v4,10,11,obj_remote,obj_pen,Contact
world6_dense_mixed,world6_dense_mixed__v4,9,11,obj_notebook,obj_pen,Support
world6_dense_mixed,world6_dense_mixed__v5,6,7,obj_bowl,obj_apple,Contact
world6_dense_mixed,world6_dense_mixed__v5,13,15,obj_plate,obj_fork,Contact
world6_dense_mixed,world6_dense_mixed__v5,5,8,obj_tissue_box,obj_banana,Separate
world6_dense_mixed,world6_dense_mixed__v5,3,9,obj_jar,obj_notebook,Separate
world6_dense_mixed,world6_dense_mixed__v5,13,14,obj_plate,obj_spoon,Support
world6_dense_mixed,world6_dense_mixed__v6,7,12,obj_apple,obj_ruler,Separate
world6_dense_mixed,world6_dense_mixed__v6,6,7,obj_bowl,obj_apple,Contact
world6_dense_mixed,world6_dense_mixed__v6,5,12,obj_tissue_box,obj_ruler,Support
world6_dense_mixed,world6_dense_mixed__v6,9,11,obj_notebook,obj_pen,Support
world6_dense_mixed,world6_dense_mixed__v6,9,10,obj_notebook,obj_remote,Support
world6_dense_mixed,world6_dense_mixed,3,4,obj_jar,obj_cereal_box,Contact
world6_dense_mixed,world6_dense_mixed,13,16,obj_plate,obj_knife,Contact
world6_dense_mixed,world6_dense_mixed,13,15,obj_plate,obj_fork,Contact
world6_dense_mixed,world6_dense_mixed,9,10,obj_notebook,obj_remote,Support
world6_dense_mixed,world6_dense_mixed,6,7,obj_bowl,obj_apple,Contact
